expression,reading,romaji,meaningKo,partOfSpeech,level
集中,しゅうちゅう,shuuchuu,뜻 자동 생성 필요,미분류,N3
重大,じゅうだい,juudai,뜻 자동 생성 필요,미분류,N3
出席,しゅっせき,shusseki,뜻 자동 생성 필요,미분류,N3
出版,しゅっぱん,shuppan,뜻 자동 생성 필요,미분류,N3
章,しょう,shou,뜻 자동 생성 필요,미분류,N3
場面,ばめん,bamen,뜻 자동 생성 필요,미분류,N3
職業,しょくぎょう,shokugyou,뜻 자동 생성 필요,미분류,N3
食事,しょくじ,shokuji,뜻 자동 생성 필요,미분류,N3
食品,しょくひん,shokuhin,뜻 자동 생성 필요,미분류,N3
信用,しんよう,shinyou,뜻 자동 생성 필요,미분류,N3
信頼,しんらい,shinrai,뜻 자동 생성 필요,미분류,N3
神,かみ,kami,뜻 자동 생성 필요,미분류,N3
制限,せいげん,seigen,뜻 자동 생성 필요,미분류,N3
勢い,いきおい,ikioi,뜻 자동 생성 필요,미분류,N3
性格,せいかく,seikaku,뜻 자동 생성 필요,미분류,N3
成功,せいこう,seikou,뜻 자동 생성 필요,미분류,N3
成績,せいせき,seiseki,뜻 자동 생성 필요,미분류,N3
正午,しょうご,shougo,뜻 자동 생성 필요,미분류,N3
生命,せいめい,seimei,뜻 자동 생성 필요,미분류,N3
請求,せいきゅう,seikyuu,뜻 자동 생성 필요,미분류,N3
青年,せいねん,seinen,뜻 자동 생성 필요,미분류,N3
跡,あと,ato,뜻 자동 생성 필요,미분류,N3
設計,せっけい,sekkei,뜻 자동 생성 필요,미분류,N3
専攻,せんこう,senkou,뜻 자동 생성 필요,미분류,N3
選択,せんたく,sentaku,뜻 자동 생성 필요,미분류,N3
相当,そうとう,soutou,뜻 자동 생성 필요,미분류,N3
損害,そんがい,songai,뜻 자동 생성 필요,미분류,N3
体育,たいいく,taiiku,뜻 자동 생성 필요,미분류,N3
代理,だいり,dairi,뜻 자동 생성 필요,미분류,N3
大臣,だいじん,daijin,뜻 자동 생성 필요,미분류,N3
大半,たいはん,taihan,뜻 자동 생성 필요,미분류,N3
単位,たんい,tani,뜻 자동 생성 필요,미분류,N3
誕生,たんじょう,tanjou,뜻 자동 생성 필요,미분류,N3
地,ち,chi,뜻 자동 생성 필요,미분류,N3
地位,ちい,chii,뜻 자동 생성 필요,미분류,N3
地下,ちか,chika,뜻 자동 생성 필요,미분류,N3
中学,ちゅうがく,chuugaku,뜻 자동 생성 필요,미분류,N3
中止,ちゅうし,chuushi,뜻 자동 생성 필요,미분류,N3
注目,ちゅうもく,chuumoku,뜻 자동 생성 필요,미분류,N3
著者,ちょしゃ,chosha,뜻 자동 생성 필요,미분류,N3
定期,ていき,teiki,뜻 자동 생성 필요,미분류,N3
抵抗,ていこう,teikou,뜻 자동 생성 필요,미분류,N3
提出,ていしゅつ,teishutsu,뜻 자동 생성 필요,미분류,N3
徹底,てってい,tettei,뜻 자동 생성 필요,미분류,N3
鉄道,てつどう,tetsudou,뜻 자동 생성 필요,미분류,N3
都,みやこ,miyako,뜻 자동 생성 필요,미분류,N3
日常,にちじょう,nichijou,뜻 자동 생성 필요,미분류,N3
農家,のうか,nouka,뜻 자동 생성 필요,미분류,N3
俳優,はいゆう,haiyuu,뜻 자동 생성 필요,미분류,N3
犯罪,はんざい,hanzai,뜻 자동 생성 필요,미분류,N3
範囲,はんい,hani,뜻 자동 생성 필요,미분류,N3
微妙,びみょう,bimyou,뜻 자동 생성 필요,미분류,N3
物価,ぶっか,bukka,뜻 자동 생성 필요,미분류,N3
物語,ものがたり,monogatari,뜻 자동 생성 필요,미분류,N3
物質,ぶっしつ,busshitsu,뜻 자동 생성 필요,미분류,N3
分析,ぶんせき,bunseki,뜻 자동 생성 필요,미분류,N3
雰囲気,ふんいき,funiki,뜻 자동 생성 필요,미분류,N3
文字,もじ,moji,뜻 자동 생성 필요,미분류,N3
変更,へんこう,henkou,뜻 자동 생성 필요,미분류,N3
魅力,みりょく,miryoku,뜻 자동 생성 필요,미분류,N3
模様,もよう,moyou,뜻 자동 생성 필요,미분류,N3
唯一,ゆいいつ,yuiitsu,뜻 자동 생성 필요,미분류,N3
余裕,よゆう,yoyuu,뜻 자동 생성 필요,미분류,N3
旅,たび,tabi,뜻 자동 생성 필요,미분류,N3
湾,わん,wan,뜻 자동 생성 필요,미분류,N3
管,かん,kan,뜻 자동 생성 필요,미분류,N3
谷,たに,tani,뜻 자동 생성 필요,미분류,N3
支払い,しはらい,shiharai,뜻 자동 생성 필요,미분류,N3
戦い,たたかい,tatakai,뜻 자동 생성 필요,미분류,N3
保証,ほしょう,hoshou,뜻 자동 생성 필요,미분류,N3
演奏,えんそう,ensou,뜻 자동 생성 필요,미분류,N3
何も,なにも,nanimo,뜻 자동 생성 필요,미분류,N3
具体,ぐたい,gutai,뜻 자동 생성 필요,미분류,N3
銃,じゅう,juu,뜻 자동 생성 필요,미분류,N3
他,た,ta,뜻 자동 생성 필요,미분류,N3
意外,いがい,igai,뜻 자동 생성 필요,미분류,N3
移動,いどう,idou,뜻 자동 생성 필요,미분류,N3
一体,いったい,ittai,뜻 자동 생성 필요,미분류,N3
一致,いっち,icchi,뜻 자동 생성 필요,미분류,N3
化学,かがく,kagaku,뜻 자동 생성 필요,미분류,N3
完成,かんせい,kansei,뜻 자동 생성 필요,미분류,N3
完全,かんぜん,kanzen,뜻 자동 생성 필요,미분류,N3
感情,かんじょう,kanjou,뜻 자동 생성 필요,미분류,N3
歓迎,かんげい,kangei,뜻 자동 생성 필요,미분류,N3
観客,かんきゃく,kankyaku,뜻 자동 생성 필요,미분류,N3
旗,はた,hata,뜻 자동 생성 필요,미분류,N3
既に,すでに,sudeni,뜻 자동 생성 필요,미분류,N3
記憶,きおく,kioku,뜻 자동 생성 필요,미분류,N3
貴重,きちょう,kichou,뜻 자동 생성 필요,미분류,N3
巨大,きょだい,kyodai,뜻 자동 생성 필요,미분류,N3
許す,ゆるす,yurusu,뜻 자동 생성 필요,미분류,N3
強力,きょうりょく,kyouryoku,뜻 자동 생성 필요,미분류,N3
教科書,きょうかしょ,kyoukasho,뜻 자동 생성 필요,미분류,N3
金属,きんぞく,kinzoku,뜻 자동 생성 필요,미분류,N3
刑事,けいじ,keiji,뜻 자동 생성 필요,미분류,N3
計算,けいさん,keisan,뜻 자동 생성 필요,미분류,N3
穴,あな,ana,뜻 자동 생성 필요,미분류,N3
限界,げんかい,genkai,뜻 자동 생성 필요,미분류,N3
互い,たがい,tagai,뜻 자동 생성 필요,미분류,N3
腰,こし,koshi,뜻 자동 생성 필요,미분류,N3
困難,こんなん,konnan,뜻 자동 생성 필요,미분류,N3
財産,ざいさん,zaisan,뜻 자동 생성 필요,미분류,N3
作曲,さっきょく,sakkyoku,뜻 자동 생성 필요,미분류,N3
支出,ししゅつ,shishutsu,뜻 자동 생성 필요,미분류,N3
死亡,しぼう,shibou,뜻 자동 생성 필요,미분류,N3
時,とき,toki,뜻 자동 생성 필요,미분류,N3
自動,じどう,jidou,뜻 자동 생성 필요,미분류,N3
質,しつ,shitsu,뜻 자동 생성 필요,미분류,N3
酒,さけ,sake,뜻 자동 생성 필요,미분류,N3
週,しゅう,shuu,뜻 자동 생성 필요,미분류,N3
重視,じゅうし,juushi,뜻 자동 생성 필요,미분류,N3
瞬間,しゅんかん,shunkan,뜻 자동 생성 필요,미분류,N3
順調,じゅんちょう,junchou,뜻 자동 생성 필요,미분류,N3
署名,しょめい,shomei,뜻 자동 생성 필요,미분류,N3
女優,じょゆう,joyuu,뜻 자동 생성 필요,미분류,N3
松,まつ,matsu,뜻 자동 생성 필요,미분류,N3
症状,しょうじょう,shoujou,뜻 자동 생성 필요,미분류,N3
笑い,わらい,warai,뜻 자동 생성 필요,미분류,N3
笑顔,えがお,egao,뜻 자동 생성 필요,미분류,N3
衝突,しょうとつ,shoutotsu,뜻 자동 생성 필요,미분류,N3
常に,つねに,tsune ni,뜻 자동 생성 필요,미분류,N3
植物,しょくぶつ,shokubutsu,뜻 자동 생성 필요,미분류,N3
食料,しょくりょう,shokuryou,뜻 자동 생성 필요,미분류,N3
心臓,しんぞう,shinzou,뜻 자동 생성 필요,미분류,N3
心配,しんぱい,shinpai,뜻 자동 생성 필요,미분류,N3
心理,しんり,shinri,뜻 자동 생성 필요,미분류,N3
人類,じんるい,jinrui,뜻 자동 생성 필요,미분류,N3
世紀,せいき,seiki,뜻 자동 생성 필요,미분류,N3
正,せい,sei,뜻 자동 생성 필요,미분류,N3
生物,せいぶつ,seibutsu,뜻 자동 생성 필요,미분류,N3
絶対,ぜったい,zettai,뜻 자동 생성 필요,미분류,N3
操作,そうさ,sousa,뜻 자동 생성 필요,미분류,N3
太陽,たいよう,taiyou,뜻 자동 생성 필요,미분류,N3
滞在,たいざい,taizai,뜻 자동 생성 필요,미분류,N3
大戦,たいせん,taisen,뜻 자동 생성 필요,미분류,N3
単純,たんじゅん,tanjun,뜻 자동 생성 필요,미분류,N3
知識,ちしき,chishiki,뜻 자동 생성 필요,미분류,N3
注文,ちゅうもん,chuumon,뜻 자동 생성 필요,미분류,N3
貯金,ちょきん,chokin,뜻 자동 생성 필요,미분류,N3
底,そこ,soko,뜻 자동 생성 필요,미분류,N3
適切,てきせつ,tekisetsu,뜻 자동 생성 필요,미분류,N3
適用,てきよう,tekiyou,뜻 자동 생성 필요,미분류,N3
鉄,てつ,tetsu,뜻 자동 생성 필요,미분류,N3
電子,でんし,denshi,뜻 자동 생성 필요,미분류,N3
土,つち,tsuchi,뜻 자동 생성 필요,미분류,N3
土曜,どよう,doyou,뜻 자동 생성 필요,미분류,N3
同一,どういつ,douitsu,뜻 자동 생성 필요,미분류,N3
日中,にっちゅう,nicchuu,뜻 자동 생성 필요,미분류,N3
入場,にゅうじょう,nyuujou,뜻 자동 생성 필요,미분류,N3
農民,のうみん,noumin,뜻 자동 생성 필요,미분류,N3
波,なみ,nami,뜻 자동 생성 필요,미분류,N3
博士,はかせ,hakase,뜻 자동 생성 필요,미분류,N3
博物館,はくぶつかん,hakubutsukan,뜻 자동 생성 필요,미분류,N3
爆発,ばくはつ,bakuhatsu,뜻 자동 생성 필요,미분류,N3
畑,はたけ,hatake,뜻 자동 생성 필요,미분류,N3
発見,はっけん,hakken,뜻 자동 생성 필요,미분류,N3
秘密,ひみつ,himitsu,뜻 자동 생성 필요,미분류,N3
飛行,ひこう,hikou,뜻 자동 생성 필요,미분류,N3
表面,ひょうめん,hyoumen,뜻 자동 생성 필요,미분류,N3
不正,ふせい,fusei,뜻 자동 생성 필요,미분류,N3
婦人,ふじん,fujin,뜻 자동 생성 필요,미분류,N3
風景,ふうけい,fuukei,뜻 자동 생성 필요,미분류,N3
別に,べつに,betsuni,뜻 자동 생성 필요,미분류,N3
暮らし,くらし,kurashi,뜻 자동 생성 필요,미분류,N3
未来,みらい,mirai,뜻 자동 생성 필요,미분류,N3
名人,めいじん,meijin,뜻 자동 생성 필요,미분류,N3
命,いのち,inochi,뜻 자동 생성 필요,미분류,N3
命令,めいれい,meirei,뜻 자동 생성 필요,미분류,N3
野,の,no,뜻 자동 생성 필요,미분류,N3
油,あぶら,abura,뜻 자동 생성 필요,미분류,N3
友,とも,tomo,뜻 자동 생성 필요,미분류,N3
予防,よぼう,yobou,뜻 자동 생성 필요,미분류,N3
曜日,ようび,youbi,뜻 자동 생성 필요,미분류,N3
要素,ようそ,youso,뜻 자동 생성 필요,미분류,N3
涙,なみだ,namida,뜻 자동 생성 필요,미분류,N3
列車,れっしゃ,ressha,뜻 자동 생성 필요,미분류,N3
論文,ろんぶん,ronbun,뜻 자동 생성 필요,미분류,N3
一家,いっか,ikka,뜻 자동 생성 필요,미분류,N3
少女,しょうじょ,shoujo,뜻 자동 생성 필요,미분류,N3
乗客,じょうきゃく,joukyaku,뜻 자동 생성 필요,미분류,N3
位置,いち,ichi,뜻 자동 생성 필요,미분류,N3
丘,おか,oka,뜻 자동 생성 필요,미분류,N3
影,かげ,kage,뜻 자동 생성 필요,미분류,N3
格好,かっこう,kakkou,뜻 자동 생성 필요,미분류,N3
寄付,きふ,kifu,뜻 자동 생성 필요,미분류,N3
桜,さくら,sakura,뜻 자동 생성 필요,미분류,N3
年寄り,としより,toshiyori,뜻 자동 생성 필요,미분류,N3
残す,のこす,nokosu,뜻 자동 생성 필요,미분류,N3
郵便,ゆうびん,yuubin,뜻 자동 생성 필요,미분류,N3
有利,ゆうり,yuuri,뜻 자동 생성 필요,미분류,N3
喜び,よろこび,yorokobi,뜻 자동 생성 필요,미분류,N3
勝ち,かち,kachi,뜻 자동 생성 필요,미분류,N3
食糧,しょくりょう,shokuryou,뜻 자동 생성 필요,미분류,N3
宅,たく,taku,뜻 자동 생성 필요,미분류,N3
幕,まく,maku,뜻 자동 생성 필요,미분류,N3
予測,よそく,yosoku,뜻 자동 생성 필요,미분류,N3
次々,つぎつぎ,tsugitsugi,뜻 자동 생성 필요,미분류,N3
王,おう,ou,뜻 자동 생성 필요,미분류,N3
詩,し,shi,뜻 자동 생성 필요,미분류,N3
異常,いじょう,ijou,뜻 자동 생성 필요,미분류,N3
一種,いっしゅ,isshu,뜻 자동 생성 필요,미분류,N3
引退,いんたい,intai,뜻 자동 생성 필요,미분류,N3
円,えん,en,뜻 자동 생성 필요,미분류,N3
演技,えんぎ,engi,뜻 자동 생성 필요,미분류,N3
何とか,なんとか,nantoka,뜻 자동 생성 필요,미분류,N3
火災,かさい,kasai,뜻 자동 생성 필요,미분류,N3
画家,がか,gaka,뜻 자동 생성 필요,미분류,N3
会計,かいけい,kaikei,뜻 자동 생성 필요,미분류,N3
解釈,かいしゃく,kaishaku,뜻 자동 생성 필요,미분류,N3
汗,あせ,ase,뜻 자동 생성 필요,미분류,N3
願い,ねがい,negai,뜻 자동 생성 필요,미분류,N3
気温,きおん,kion,뜻 자동 생성 필요,미분류,N3
休暇,きゅうか,kyuuka,뜻 자동 생성 필요,미분류,N3
急激,きゅうげき,kyuugeki,뜻 자동 생성 필요,미분류,N3
強盗,ごうとう,goutou,뜻 자동 생성 필요,미분류,N3
型,かた,kata,뜻 자동 생성 필요,미분류,N3
見事,みごと,migoto,뜻 자동 생성 필요,미분류,N3
元,もと,moto,뜻 자동 생성 필요,미분류,N3
限る,かぎる,kagiru,뜻 자동 생성 필요,미분류,N3
呼吸,こきゅう,kokyuu,뜻 자동 생성 필요,미분류,N3
合格,ごうかく,goukaku,뜻 자동 생성 필요,미분류,N3
根,ね,ne,뜻 자동 생성 필요,미분류,N3
罪,つみ,tsumi,뜻 자동 생성 필요,미분류,N3
示す,しめす,shimesu,뜻 자동 생성 필요,미분류,N3
芝居,しばい,shibai,뜻 자동 생성 필요,미분류,N3
借金,しゃっきん,shakkin,뜻 자동 생성 필요,미분류,N3
種類,しゅるい,shurui,뜻 자동 생성 필요,미분류,N3
出発,しゅっぱつ,shuppatsu,뜻 자동 생성 필요,미분류,N3
書類,しょるい,shorui,뜻 자동 생성 필요,미분류,N3
招待,しょうたい,shoutai,뜻 자동 생성 필요,미분류,N3
常識,じょうしき,joushiki,뜻 자동 생성 필요,미분류,N3
審判,しんぱん,shinpan,뜻 자동 생성 필요,미분류,N3
慎重,しんちょう,shinchou,뜻 자동 생성 필요,미분류,N3
神経,しんけい,shinkei,뜻 자동 생성 필요,미분류,N3
人工,じんこう,jinkou,뜻 자동 생성 필요,미분류,N3
人種,じんしゅ,jinshu,뜻 자동 생성 필요,미분류,N3
世話,せわ,sewa,뜻 자동 생성 필요,미분류,N3
是非,ぜひ,zehi,뜻 자동 생성 필요,미분류,N3
整理,せいり,seiri,뜻 자동 생성 필요,미분류,N3
税金,ぜいきん,zeikin,뜻 자동 생성 필요,미분류,N3
善,ぜん,zen,뜻 자동 생성 필요,미분류,N3
騒ぎ,さわぎ,sawagi,뜻 자동 생성 필요,미분류,N3
贈る,おくる,okuru,뜻 자동 생성 필요,미분류,N3
息,いき,iki,뜻 자동 생성 필요,미분류,N3
孫,まご,mago,뜻 자동 생성 필요,미분류,N3
損,そん,son,뜻 자동 생성 필요,미분류,N3
代金,だいきん,daikin,뜻 자동 생성 필요,미분류,N3
大気,たいき,taiki,뜻 자동 생성 필요,미분류,N3
大陸,たいりく,tairiku,뜻 자동 생성 필요,미분류,N3
奪う,うばう,ubau,뜻 자동 생성 필요,미분류,N3
調子,ちょうし,choushi,뜻 자동 생성 필요,미분류,N3
直ちに,ただちに,tadachini,뜻 자동 생성 필요,미분류,N3
追う,おう,ou,뜻 자동 생성 필요,미분류,N3
哲学,てつがく,tetsugaku,뜻 자동 생성 필요,미분류,N3
得意,とくい,tokui,뜻 자동 생성 필요,미분류,N3
独特,どくとく,dokutoku,뜻 자동 생성 필요,미분류,N3
読書,どくしょ,dokusho,뜻 자동 생성 필요,미분류,N3
日曜,にちよう,nichiyou,뜻 자동 생성 필요,미분류,N3
熱心,ねっしん,nesshin,뜻 자동 생성 필요,미분류,N3
能,のう,nou,뜻 자동 생성 필요,미분류,N3
犯人,はんにん,hannin,뜻 자동 생성 필요,미분류,N3
否定,ひてい,hitei,뜻 자동 생성 필요,미분류,N3
比較,ひかく,hikaku,뜻 자동 생성 필요,미분류,N3
必ずしも,かならずしも,kanarazu shimo,뜻 자동 생성 필요,미분류,N3
評判,ひょうばん,hyouban,뜻 자동 생성 필요,미분류,N3
負け,まけ,make,뜻 자동 생성 필요,미분류,N3
腹,はら,hara,뜻 자동 생성 필요,미분류,N3
分ける,わける,wakeru,뜻 자동 생성 필요,미분류,N3
文明,ぶんめい,bunmei,뜻 자동 생성 필요,미분류,N3
保存,ほぞん,hozon,뜻 자동 생성 필요,미분류,N3
宝,たから,takara,뜻 자동 생성 필요,미분류,N3
豊富,ほうふ,houfu,뜻 자동 생성 필요,미분류,N3
棒,ぼう,bou,뜻 자동 생성 필요,미분류,N3
満足,まんぞく,manzoku,뜻 자동 생성 필요,미분류,N3
免許,めんきょ,menkyo,뜻 자동 생성 필요,미분류,N3
優秀,ゆうしゅう,yuushuu,뜻 자동 생성 필요,미분류,N3
容易,ようい,youi,뜻 자동 생성 필요,미분류,N3
来,らい,rai,뜻 자동 생성 필요,미분류,N3
理想,りそう,risou,뜻 자동 생성 필요,미분류,N3
離れる,はなれる,hanareru,뜻 자동 생성 필요,미분류,N3
陸,りく,riku,뜻 자동 생성 필요,미분류,N3
留学,りゅうがく,ryuugaku,뜻 자동 생성 필요,미분류,N3
冷静,れいせい,reisei,뜻 자동 생성 필요,미분류,N3
礼,れい,rei,뜻 자동 생성 필요,미분류,N3
論争,ろんそう,ronsou,뜻 자동 생성 필요,미분류,N3
化粧,けしょう,keshou,뜻 자동 생성 필요,미분류,N3
傷,きず,kizu,뜻 자동 생성 필요,미분류,N3
他人,たにん,tanin,뜻 자동 생성 필요,미분류,N3
端,はし,hashi,뜻 자동 생성 필요,미분류,N3
痛み,いたみ,itami,뜻 자동 생성 필요,미분류,N3
刺激,しげき,shigeki,뜻 자동 생성 필요,미분류,N3
必死,ひっし,hisshi,뜻 자동 생성 필요,미분류,N3
昼食,ちゅうしょく,chuushoku,뜻 자동 생성 필요,미분류,N3
実に,じつに,jitsuni,뜻 자동 생성 필요,미분류,N3
支給,しきゅう,shikyuu,뜻 자동 생성 필요,미분류,N3
同僚,どうりょう,douryou,뜻 자동 생성 필요,미분류,N3
徐々に,じょじょに,jojo ni,뜻 자동 생성 필요,미분류,N3
級,きゅう,kyuu,뜻 자동 생성 필요,미분류,N3
依頼,いらい,irai,뜻 자동 생성 필요,미분류,N3
一瞬,いっしゅん,issshun,뜻 자동 생성 필요,미분류,N3
印刷,いんさつ,insatsu,뜻 자동 생성 필요,미분류,N3
栄養,えいよう,eiyou,뜻 자동 생성 필요,미분류,N3
延期,えんき,enki,뜻 자동 생성 필요,미분류,N3
応じる,おうじる,oujiru,뜻 자동 생성 필요,미분류,N3
屋根,やね,yane,뜻 자동 생성 필요,미분류,N3
温暖,おんだん,ondan,뜻 자동 생성 필요,미분류,N3
温度,おんど,ondo,뜻 자동 생성 필요,미분류,N3
家事,かじ,kaji,뜻 자동 생성 필요,미분류,N3
活用,かつよう,katsuyou,뜻 자동 생성 필요,미분류,N3
感動,かんどう,kandou,뜻 자동 생성 필요,미분류,N3
缶,かん,kan,뜻 자동 생성 필요,미분류,N3
給料,きゅうりょう,kyuuryou,뜻 자동 생성 필요,미분류,N3
牛,うし,ushi,뜻 자동 생성 필요,미분류,N3
恐怖,きょうふ,kyoufu,뜻 자동 생성 필요,미분류,N3
金銭,きんせん,kinsen,뜻 자동 생성 필요,미분류,N3
苦労,くろう,kurou,뜻 자동 생성 필요,미분류,N3
軍隊,ぐんたい,guntai,뜻 자동 생성 필요,미분류,N3
警告,けいこく,keikoku,뜻 자동 생성 필요,미분류,N3
欠陥,けっかん,kekkan,뜻 자동 생성 필요,미분류,N3
言語,げんご,gengo,뜻 자동 생성 필요,미분류,N3
虎,とら,tora,뜻 자동 생성 필요,미분류,N3
光景,こうけい,koukei,뜻 자동 생성 필요,미분류,N3
高速,こうそく,kousoku,뜻 자동 생성 필요,미분류,N3
左右,さゆう,sayuu,뜻 자동 생성 필요,미분류,N3
殺す,ころす,korosu,뜻 자동 생성 필요,미분류,N3
詩人,しじん,shijin,뜻 자동 생성 필요,미분류,N3
自殺,じさつ,jisatsu,뜻 자동 생성 필요,미분류,N3
失う,うしなう,ushinau,뜻 자동 생성 필요,미분류,N3
主に,おもに,omoni,뜻 자동 생성 필요,미분류,N3
終える,おえる,oeru,뜻 자동 생성 필요,미분류,N3
宿泊,しゅくはく,shukuhaku,뜻 자동 생성 필요,미분류,N3
出来事,できごと,dekigoto,뜻 자동 생성 필요,미분류,N3
順,じゅん,jun,뜻 자동 생성 필요,미분류,N3
助手,じょしゅ,joshu,뜻 자동 생성 필요,미분류,N3
女王,じょおう,joou,뜻 자동 생성 필요,미분류,N3
商売,しょうばい,shoubai,뜻 자동 생성 필요,미분류,N3
消防,しょうぼう,shoubou,뜻 자동 생성 필요,미분류,N3
証明,しょうめい,shoumei,뜻 자동 생성 필요,미분류,N3
賞,しょう,shou,뜻 자동 생성 필요,미분류,N3
信号,しんごう,shingou,뜻 자동 생성 필요,미분류,N3
身長,しんちょう,shinchou,뜻 자동 생성 필요,미분류,N3
進学,しんがく,shingaku,뜻 자동 생성 필요,미분류,N3
世の中,よのなか,yononaka,뜻 자동 생성 필요,미분류,N3
世間,せけん,seken,뜻 자동 생성 필요,미분류,N3
先日,せんじつ,senjitsu,뜻 자동 생성 필요,미분류,N3
泉,いずみ,izumi,뜻 자동 생성 필요,미분류,N3
前進,ぜんしん,zenshin,뜻 자동 생성 필요,미분류,N3
騒音,そうおん,souon,뜻 자동 생성 필요,미분류,N3
大いに,おおいに,ooini,뜻 자동 생성 필요,미분류,N3
単なる,たんなる,tannaru,뜻 자동 생성 필요,미분류,N3
単に,たんに,tanni,뜻 자동 생성 필요,미분류,N3
知恵,ちえ,chie,뜻 자동 생성 필요,미분류,N3
茶,ちゃ,cha,뜻 자동 생성 필요,미분류,N3
通過,つうか,tsuuka,뜻 자동 생성 필요,미분류,N3
登山,とざん,tozan,뜻 자동 생성 필요,미분류,N3
都会,とかい,tokai,뜻 자동 생성 필요,미분류,N3
働き,はたらき,hataraki,뜻 자동 생성 필요,미분류,N3
熱帯,ねったい,nettai,뜻 자동 생성 필요,미분류,N3
拍手,はくしゅ,hakushu,뜻 자동 생성 필요,미분류,N3
肌,はだ,hada,뜻 자동 생성 필요,미분류,N3
飯,めし,meshi,뜻 자동 생성 필요,미분류,N3
悲劇,ひげき,higeki,뜻 자동 생성 필요,미분류,N3
付き合い,つきあい,tsukiai,뜻 자동 생성 필요,미분류,N3
布,ぬの,nuno,뜻 자동 생성 필요,미분류,N3
墓,はか,haka,뜻 자동 생성 필요,미분류,N3
暮れ,くれ,kure,뜻 자동 생성 필요,미분류,N3
本物,ほんもの,honmono,뜻 자동 생성 필요,미분류,N3
迷惑,めいわく,meiwaku,뜻 자동 생성 필요,미분류,N3
離婚,りこん,rikon,뜻 자동 생성 필요,미분류,N3
恋,こい,koi,뜻 자동 생성 필요,미분류,N3
一生,いっしょう,isshou,뜻 자동 생성 필요,미분류,N3
流行,りゅうこう,ryuukou,뜻 자동 생성 필요,미분류,N3
思い出,おもいで,omoide,뜻 자동 생성 필요,미분류,N3
香り,かおり,kaori,뜻 자동 생성 필요,미분류,N3
砂漠,さばく,sabaku,뜻 자동 생성 필요,미분류,N3
祭り,まつり,matsuri,뜻 자동 생성 필요,미분류,N3
職,しょく,shoku,뜻 자동 생성 필요,미분류,N3
組,くみ,kumi,뜻 자동 생성 필요,미분류,N3
案内,あんない,annai,뜻 자동 생성 필요,미분류,N3
囲む,かこむ,kakomu,뜻 자동 생성 필요,미분류,N3
胃,い,i,뜻 자동 생성 필요,미분류,N3
煙,けむり,kemuri,뜻 자동 생성 필요,미분류,N3
奥,おく,oku,뜻 자동 생성 필요,미분류,N3
可,か,ka,뜻 자동 생성 필요,미분류,N3
家賃,やちん,yachin,뜻 자동 생성 필요,미분류,N3
覚悟,かくご,kakugo,뜻 자동 생성 필요,미분류,N3
間違い,まちがい,machigai,뜻 자동 생성 필요,미분류,N3
岸,きし,kishi,뜻 자동 생성 필요,미분류,N3
共に,ともに,tomoni,뜻 자동 생성 필요,미분류,N3
経由,けいゆ,keiyu,뜻 자동 생성 필요,미분류,N3
誇り,ほこり,hokori,뜻 자동 생성 필요,미분류,N3
誤り,あやまり,ayamari,뜻 자동 생성 필요,미분류,N3
誤解,ごかい,gokai,뜻 자동 생성 필요,미분류,N3
