expression,reading,romaji,meaningKo,partOfSpeech,level
収穫,しゅうかく,shuukaku,뜻 자동 생성 필요,미분류,N3
修理,しゅうり,shuuri,뜻 자동 생성 필요,미분류,N3
宿,やど,yado,뜻 자동 생성 필요,미분류,N3
詳しい,くわしい,kuwashii,뜻 자동 생성 필요,미분류,N3
新鮮,しんせん,shinsen,뜻 자동 생성 필요,미분류,N3
進歩,しんぽ,shinpo,뜻 자동 생성 필요,미분류,N3
睡眠,すいみん,suimin,뜻 자동 생성 필요,미분류,N3
成人,せいじん,seijin,뜻 자동 생성 필요,미분류,N3
正直,しょうじき,shoujiki,뜻 자동 생성 필요,미분류,N3
想像,そうぞう,souzou,뜻 자동 생성 필요,미분류,N3
巣,す,su,뜻 자동 생성 필요,미분류,N3
速度,そくど,sokudo,뜻 자동 생성 필요,미분류,N3
多少,たしょう,tashou,뜻 자동 생성 필요,미분류,N3
仲,なか,naka,뜻 자동 생성 필요,미분류,N3
天然,てんねん,tennen,뜻 자동 생성 필요,미분류,N3
塔,とう,tou,뜻 자동 생성 필요,미분류,N3
突然,とつぜん,totsuzen,뜻 자동 생성 필요,미분류,N3
年代,ねんだい,nendai,뜻 자동 생성 필요,미분류,N3
梅,うめ,ume,뜻 자동 생성 필요,미분류,N3
半ば,なかば,nakaba,뜻 자동 생성 필요,미분류,N3
疲れ,つかれ,tsukare,뜻 자동 생성 필요,미분류,N3
瓶,びん,bin,뜻 자동 생성 필요,미분류,N3
不自由,ふじゆう,fujiyuu,뜻 자동 생성 필요,미분류,N3
普段,ふだん,fudan,뜻 자동 생성 필요,미분류,N3
平等,びょうどう,byoudou,뜻 자동 생성 필요,미분류,N3
柄,がら,gara,뜻 자동 생성 필요,미분류,N3
弁当,べんとう,bentou,뜻 자동 생성 필요,미분류,N3
堀,ほり,hori,뜻 자동 생성 필요,미분류,N3
妙,みょう,myou,뜻 자동 생성 필요,미분류,N3
問い,とい,toi,뜻 자동 생성 필요,미분류,N3
勇気,ゆうき,yuuki,뜻 자동 생성 필요,미분류,N3
予報,よほう,yohou,뜻 자동 생성 필요,미분류,N3
恋人,こいびと,koibito,뜻 자동 생성 필요,미분류,N3
一言,ひとこと,hitokoto,뜻 자동 생성 필요,미분류,N3
何でも,なんでも,nandemo,뜻 자동 생성 필요,미분류,N3
始まり,はじまり,hajimari,뜻 자동 생성 필요,미분류,N3
稲,いね,ine,뜻 자동 생성 필요,미분류,N3
王子,おうじ,ouji,뜻 자동 생성 필요,미분류,N3
下り,くだり,kudari,뜻 자동 생성 필요,미분류,N3
家具,かぐ,kagu,뜻 자동 생성 필요,미분류,N3
課,か,ka,뜻 자동 생성 필요,미분류,N3
芽,め,me,뜻 자동 생성 필요,미분류,N3
感謝,かんしゃ,kansha,뜻 자동 생성 필요,미분류,N3
観察,かんさつ,kansatsu,뜻 자동 생성 필요,미분류,N3
岩,いわ,iwa,뜻 자동 생성 필요,미분류,N3
気候,きこう,kikou,뜻 자동 생성 필요,미분류,N3
気味,きみ,kimi,뜻 자동 생성 필요,미분류,N3
鬼,おに,oni,뜻 자동 생성 필요,미분류,N3
休憩,きゅうけい,kyuukei,뜻 자동 생성 필요,미분류,N3
境,さかい,sakai,뜻 자동 생성 필요,미분류,N3
禁煙,きんえん,kinen,뜻 자동 생성 필요,미분류,N3
筋肉,きんにく,kinniku,뜻 자동 생성 필요,미분류,N3
金曜,きんよう,kinyou,뜻 자동 생성 필요,미분류,N3
苦手,にがて,nigate,뜻 자동 생성 필요,미분류,N3
結ぶ,むすぶ,musubu,뜻 자동 생성 필요,미분류,N3
見送り,みおくり,miokuri,뜻 자동 생성 필요,미분류,N3
好み,このみ,konomi,뜻 자동 생성 필요,미분류,N3
合わせる,あわせる,awaseru,뜻 자동 생성 필요,미분류,N3
豪華,ごうか,gouka,뜻 자동 생성 필요,미분류,N3
国語,こくご,kokugo,뜻 자동 생성 필요,미분류,N3
座席,ざせき,zaseki,뜻 자동 생성 필요,미분류,N3
才能,さいのう,sainou,뜻 자동 생성 필요,미분류,N3
酸素,さんそ,sanso,뜻 자동 생성 필요,미분류,N3
支払う,しはらう,shiharau,뜻 자동 생성 필요,미분류,N3
事,こと,koto,뜻 자동 생성 필요,미분류,N3
祝い,いわい,iwai,뜻 자동 생성 필요,미분류,N3
冗談,じょうだん,joudan,뜻 자동 생성 필요,미분류,N3
針,はり,hari,뜻 자동 생성 필요,미분류,N3
図,ず,zu,뜻 자동 생성 필요,미분류,N3
尊重,そんちょう,sonchou,뜻 자동 생성 필요,미분류,N3
袋,ふくろ,fukuro,뜻 자동 생성 필요,미분류,N3
大部分,だいぶぶん,daibubun,뜻 자동 생성 필요,미분류,N3
通行,つうこう,tsuukou,뜻 자동 생성 필요,미분류,N3
天候,てんこう,tenkou,뜻 자동 생성 필요,미분류,N3
到着,とうちゃく,touchaku,뜻 자동 생성 필요,미분류,N3
独身,どくしん,dokushin,뜻 자동 생성 필요,미분류,N3
読み,よみ,yomi,뜻 자동 생성 필요,미분류,N3
日付,ひづけ,hizuke,뜻 자동 생성 필요,미분류,N3
板,いた,ita,뜻 자동 생성 필요,미분류,N3
皮,かわ,kawa,뜻 자동 생성 필요,미분류,N3
氷,こおり,koori,뜻 자동 생성 필요,미분류,N3
不幸,ふこう,fukou,뜻 자동 생성 필요,미분류,N3
不利,ふり,furi,뜻 자동 생성 필요,미분류,N3
文句,もんく,monku,뜻 자동 생성 필요,미분류,N3
別れ,わかれ,wakare,뜻 자동 생성 필요,미분류,N3
抱える,かかえる,kakaeru,뜻 자동 생성 필요,미분류,N3
冒険,ぼうけん,bouken,뜻 자동 생성 필요,미분류,N3
面倒,めんどう,mendou,뜻 자동 생성 필요,미분류,N3
流す,ながす,nagasu,뜻 자동 생성 필요,미분류,N3
列,れつ,retsu,뜻 자동 생성 필요,미분류,N3
姉妹,しまい,shimai,뜻 자동 생성 필요,미분류,N3
様々,さまざま,samazama,뜻 자동 생성 필요,미분류,N3
良い,よい,yoi,뜻 자동 생성 필요,미분류,N3
菓子,かし,kashi,뜻 자동 생성 필요,미분류,N3
出会い,であい,deai,뜻 자동 생성 필요,미분류,N3
絶滅,ぜつめつ,zetsumetsu,뜻 자동 생성 필요,미분류,N3
向い,むかい,mukai,뜻 자동 생성 필요,미분류,N3
愛情,あいじょう,aijou,뜻 자동 생성 필요,미분류,N3
偉大,いだい,idai,뜻 자동 생성 필요,미분류,N3
運,うん,un,뜻 자동 생성 필요,미분류,N3
嫁,よめ,yome,뜻 자동 생성 필요,미분류,N3
回,かい,kai,뜻 자동 생성 필요,미분류,N3
感じる,かんじる,kanjiru,뜻 자동 생성 필요,미분류,N3
奇妙,きみょう,kimyou,뜻 자동 생성 필요,미분류,N3
救助,きゅうじょ,kyuujo,뜻 자동 생성 필요,미분류,N3
局,きょく,kyoku,뜻 자동 생성 필요,미분류,N3
金庫,きんこ,kinko,뜻 자동 생성 필요,미분류,N3
備える,そなえる,sonaeru,뜻 자동 생성 필요,미분류,N3
繰り返す,くりかえす,kurikaesu,뜻 자동 생성 필요,미분류,N3
語る,かたる,kataru,뜻 자동 생성 필요,미분류,N3
時刻,じこく,jikoku,뜻 자동 생성 필요,미분류,N3
守る,まもる,mamoru,뜻 자동 생성 필요,미분류,N3
渋滞,じゅうたい,juutai,뜻 자동 생성 필요,미분류,N3
小屋,こや,koya,뜻 자동 생성 필요,미분류,N3
信仰,しんこう,shinkou,뜻 자동 생성 필요,미분류,N3
図書,としょ,tosho,뜻 자동 생성 필요,미분류,N3
盛り,さかり,sakari,뜻 자동 생성 필요,미분류,N3
石炭,せきたん,sekitan,뜻 자동 생성 필요,미분류,N3
釣り,つり,tsuri,뜻 자동 생성 필요,미분류,N3
典型,てんけい,tenkei,뜻 자동 생성 필요,미분류,N3
納得,なっとく,nattoku,뜻 자동 생성 필요,미분류,N3
破産,はさん,hasan,뜻 자동 생성 필요,미분류,N3
背,せい,sei,뜻 자동 생성 필요,미분류,N3
批評,ひひょう,hihyou,뜻 자동 생성 필요,미분류,N3
革,かわ,kawa,뜻 자동 생성 필요,미분류,N3
筆,ふで,fude,뜻 자동 생성 필요,미분류,N3
服装,ふくそう,fukusou,뜻 자동 생성 필요,미분류,N3
物理,ぶつり,butsuri,뜻 자동 생성 필요,미분류,N3
味方,みかた,mikata,뜻 자동 생성 필요,미분류,N3
無事,ぶじ,buji,뜻 자동 생성 필요,미분류,N3
黙る,だまる,damaru,뜻 자동 생성 필요,미분류,N3
裸,はだか,hadaka,뜻 자동 생성 필요,미분류,N3
灯,ひ,hi,뜻 자동 생성 필요,미분류,N3
科目,かもく,kamoku,뜻 자동 생성 필요,미분류,N3
幸せ,しあわせ,shiawase,뜻 자동 생성 필요,미분류,N3
集まり,あつまり,atsumari,뜻 자동 생성 필요,미분류,N3
続き,つづき,tsuzuki,뜻 자동 생성 필요,미분류,N3
快適,かいてき,kaiteki,뜻 자동 생성 필요,미분류,N3
悪魔,あくま,akuma,뜻 자동 생성 필요,미분류,N3
永遠,えいえん,eien,뜻 자동 생성 필요,미분류,N3
横断,おうだん,oudan,뜻 자동 생성 필요,미분류,N3
穏やか,おだやか,odayaka,뜻 자동 생성 필요,미분류,N3
外出,がいしゅつ,gaishutsu,뜻 자동 생성 필요,미분류,N3
学問,がくもん,gakumon,뜻 자동 생성 필요,미분류,N3
感心,かんしん,kanshin,뜻 자동 생성 필요,미분류,N3
帰宅,きたく,kitaku,뜻 자동 생성 필요,미분류,N3
技師,ぎし,gishi,뜻 자동 생성 필요,미분류,N3
逆,ぎゃく,gyaku,뜻 자동 생성 필요,미분류,N3
吸収,きゅうしゅう,kyuushuu,뜻 자동 생성 필요,미분류,N3
区別,くべつ,kubetsu,뜻 자동 생성 필요,미분류,N3
欠席,けっせき,kesseki,뜻 자동 생성 필요,미분류,N3
月曜,げつよう,getsuyou,뜻 자동 생성 필요,미분류,N3
後者,こうしゃ,kousha,뜻 자동 생성 필요,미분류,N3
語学,ごがく,gogaku,뜻 자동 생성 필요,미분류,N3
公平,こうへい,kouhei,뜻 자동 생성 필요,미분류,N3
皿,さら,sara,뜻 자동 생성 필요,미분류,N3
自慢,じまん,jiman,뜻 자동 생성 필요,미분류,N3
手間,てま,tema,뜻 자동 생성 필요,미분류,N3
城,しろ,shiro,뜻 자동 생성 필요,미분류,N3
食卓,しょくたく,shokutaku,뜻 자동 생성 필요,미분류,N3
相続,そうぞく,souzoku,뜻 자동 생성 필요,미분류,N3
断る,ことわる,kotowaru,뜻 자동 생성 필요,미분류,N3
通学,つうがく,tsuugaku,뜻 자동 생성 필요,미분류,N3
泥,どろ,doro,뜻 자동 생성 필요,미분류,N3
当てる,あてる,ateru,뜻 자동 생성 필요,미분류,N3
毒,どく,doku,뜻 자동 생성 필요,미분류,N3
望み,のぞみ,nozomi,뜻 자동 생성 필요,미분류,N3
友情,ゆうじょう,yuujou,뜻 자동 생성 필요,미분류,N3
誘う,さそう,sasou,뜻 자동 생성 필요,미분류,N3
翼,つばさ,tsubasa,뜻 자동 생성 필요,미분류,N3
係,かかり,kakari,뜻 자동 생성 필요,미분류,N3
便,びん,bin,뜻 자동 생성 필요,미분류,N3
愛する,あいする,aisuru,뜻 자동 생성 필요,미분류,N3
握手,あくしゅ,akushu,뜻 자동 생성 필요,미분류,N3
鋭い,するどい,surudoi,뜻 자동 생성 필요,미분류,N3
炎,ほのお,honoo,뜻 자동 생성 필요,미분류,N3
勘定,かんじょう,kanjou,뜻 자동 생성 필요,미분류,N3
苦痛,くつう,kutsuu,뜻 자동 생성 필요,미분류,N3
交際,こうさい,kousai,뜻 자동 생성 필요,미분류,N3
幸福,こうふく,koufuku,뜻 자동 생성 필요,미분류,N3
高価,こうか,kouka,뜻 자동 생성 필요,미분류,N3
穀物,こくもつ,kokumotsu,뜻 자동 생성 필요,미분류,N3
婚約,こんやく,konyaku,뜻 자동 생성 필요,미분류,N3
混雑,こんざつ,konzatsu,뜻 자동 생성 필요,미분류,N3
失望,しつぼう,shitsubou,뜻 자동 생성 필요,미분류,N3
順番,じゅんばん,junban,뜻 자동 생성 필요,미분류,N3
承知,しょうち,shouchi,뜻 자동 생성 필요,미분류,N3
食物,しょくもつ,shokumotsu,뜻 자동 생성 필요,미분류,N3
舌,した,shita,뜻 자동 생성 필요,미분류,N3
中古,ちゅうこ,chuuko,뜻 자동 생성 필요,미분류,N3
徹夜,てつや,tetsuya,뜻 자동 생성 필요,미분류,N3
頭痛,ずつう,zutsuu,뜻 자동 생성 필요,미분류,N3
鍋,なべ,nabe,뜻 자동 생성 필요,미분류,N3
日光,にっこう,nikkou,뜻 자동 생성 필요,미분류,N3
配達,はいたつ,haitatsu,뜻 자동 생성 필요,미분류,N3
発達,はったつ,hattatsu,뜻 자동 생성 필요,미분류,N3
美人,びじん,bijin,뜻 자동 생성 필요,미분류,N3
宝石,ほうせき,houseki,뜻 자동 생성 필요,미분류,N3
霧,きり,kiri,뜻 자동 생성 필요,미분류,N3
木曜,もくよう,mokuyou,뜻 자동 생성 필요,미분류,N3
話し合う,はなしあう,hanashiau,뜻 자동 생성 필요,미분류,N3
永久,えいきゅう,eikyuu,뜻 자동 생성 필요,미분류,N3
雷,かみなり,kaminari,뜻 자동 생성 필요,미분류,N3
覆う,おおう,oou,뜻 자동 생성 필요,미분류,N3
越える,こえる,koeru,뜻 자동 생성 필요,미분류,N3
乗せる,のせる,noseru,뜻 자동 생성 필요,미분류,N3
見舞い,みまい,mimai,뜻 자동 생성 필요,미분류,N3
隠す,かくす,kakusu,뜻 자동 생성 필요,미분류,N3
活気,かっき,kakki,뜻 자동 생성 필요,미분류,N3
勘,かん,kan,뜻 자동 생성 필요,미분류,N3
居間,いま,ima,뜻 자동 생성 필요,미분류,N3
叫ぶ,さけぶ,sakebu,뜻 자동 생성 필요,미분류,N3
句,く,ku,뜻 자동 생성 필요,미분류,N3
敬意,けいい,keii,뜻 자동 생성 필요,미분류,N3
欠点,けってん,ketten,뜻 자동 생성 필요,미분류,N3
考慮,こうりょ,kouryo,뜻 자동 생성 필요,미분류,N3
克服,こくふく,kokufuku,뜻 자동 생성 필요,미분류,N3
骨折,こっせつ,kossetsu,뜻 자동 생성 필요,미분류,N3
手伝い,てつだい,tetsudai,뜻 자동 생성 필요,미분류,N3
受け取る,うけとる,uketoru,뜻 자동 생성 필요,미분류,N3
週間,しゅうかん,shuukan,뜻 자동 생성 필요,미분류,N3
奨学金,しょうがくきん,shougakukin,뜻 자동 생성 필요,미분류,N3
小麦,こむぎ,komugi,뜻 자동 생성 필요,미분류,N3
清潔,せいけつ,seiketsu,뜻 자동 생성 필요,미분류,N3
節約,せつやく,setsuyaku,뜻 자동 생성 필요,미분류,N3
注,ちゅう,chuu,뜻 자동 생성 필요,미분류,N3
駐車,ちゅうしゃ,chuusha,뜻 자동 생성 필요,미분류,N3
笛,ふえ,fue,뜻 자동 생성 필요,미분류,N3
刀,かたな,katana,뜻 자동 생성 필요,미분류,N3
飛び出す,とびだす,tobidasu,뜻 자동 생성 필요,미분류,N3
歩道,ほどう,hodou,뜻 자동 생성 필요,미분류,N3
方,ほう,hou,뜻 자동 생성 필요,미분류,N3
望む,のぞむ,nozomu,뜻 자동 생성 필요,미분류,N3
要するに,ようするに,you suru ni,뜻 자동 생성 필요,미분류,N3
嵐,あらし,arashi,뜻 자동 생성 필요,미분류,N3
行き,いき,iki,뜻 자동 생성 필요,미분류,N3
豆,まめ,mame,뜻 자동 생성 필요,미분류,N3
学,がく,gaku,뜻 자동 생성 필요,미분류,N3
扱う,あつかう,atsukau,뜻 자동 생성 필요,미분류,N3
移す,うつす,utsusu,뜻 자동 생성 필요,미분류,N3
衣服,いふく,ifuku,뜻 자동 생성 필요,미분류,N3
楽,らく,raku,뜻 자동 생성 필요,미분류,N3
掲示,けいじ,keiji,뜻 자동 생성 필요,미분류,N3
迎え,むかえ,mukae,뜻 자동 생성 필요,미분류,N3
食欲,しょくよく,shokuyoku,뜻 자동 생성 필요,미분류,N3
真っ赤,まっか,makka,뜻 자동 생성 필요,미분류,N3
診察,しんさつ,shinsatsu,뜻 자동 생성 필요,미분류,N3
生き物,いきもの,ikimono,뜻 자동 생성 필요,미분류,N3
前者,ぜんしゃ,zensha,뜻 자동 생성 필요,미분류,N3
双子,ふたご,futago,뜻 자동 생성 필요,미분류,N3
頂上,ちょうじょう,choujou,뜻 자동 생성 필요,미분류,N3
不思議,ふしぎ,fushigi,뜻 자동 생성 필요,미분류,N3
物事,ものごと,monogoto,뜻 자동 생성 필요,미분류,N3
粉,こな,kona,뜻 자동 생성 필요,미분류,N3
塀,へい,hei,뜻 자동 생성 필요,미분류,N3
便り,たより,tayori,뜻 자동 생성 필요,미분류,N3
泡,あわ,awa,뜻 자동 생성 필요,미분류,N3
毛布,もうふ,moufu,뜻 자동 생성 필요,미분류,N3
商人,しょうにん,shounin,뜻 자동 생성 필요,미분류,N3
梅雨,つゆ,tsuyu,뜻 자동 생성 필요,미분류,N3
空き,あき,aki,뜻 자동 생성 필요,미분류,N3
段,だん,dan,뜻 자동 생성 필요,미분류,N3
老い,おい,oi,뜻 자동 생성 필요,미분류,N3
悪口,わるぐち,waruguchi,뜻 자동 생성 필요,미분류,N3
意志,いし,ishi,뜻 자동 생성 필요,미분류,N3
猿,さる,saru,뜻 자동 생성 필요,미분류,N3
我慢,がまん,gaman,뜻 자동 생성 필요,미분류,N3
外す,はずす,hazusu,뜻 자동 생성 필요,미분류,N3
疑う,うたがう,utagau,뜻 자동 생성 필요,미분류,N3
勤め,つとめ,tsutome,뜻 자동 생성 필요,미분류,N3
偶然,ぐうぜん,guuzen,뜻 자동 생성 필요,미분류,N3
構う,かまう,kamau,뜻 자동 생성 필요,미분류,N3
芝生,しばふ,shibafu,뜻 자동 생성 필요,미분류,N3
邪魔,じゃま,jama,뜻 자동 생성 필요,미분류,N3
従って,したがって,shitagatte,뜻 자동 생성 필요,미분류,N3
書物,しょもつ,shomotsu,뜻 자동 생성 필요,미분류,N3
親友,しんゆう,shinyuu,뜻 자동 생성 필요,미분류,N3
体温,たいおん,taion,뜻 자동 생성 필요,미분류,N3
題,だい,dai,뜻 자동 생성 필요,미분류,N3
単語,たんご,tango,뜻 자동 생성 필요,미분류,N3
道徳,どうとく,doutoku,뜻 자동 생성 필요,미분류,N3
謎,なぞ,nazo,뜻 자동 생성 필요,미분류,N3
破る,やぶる,yaburu,뜻 자동 생성 필요,미분류,N3
無視,むし,mushi,뜻 자동 생성 필요,미분류,N3
夜明け,よあけ,yoake,뜻 자동 생성 필요,미분류,N3
王様,おうさま,ousama,뜻 자동 생성 필요,미분류,N3
回す,まわす,mawasu,뜻 자동 생성 필요,미분류,N3
完了,かんりょう,kanryou,뜻 자동 생성 필요,미분류,N3
記入,きにゅう,kinyuu,뜻 자동 생성 필요,미분류,N3
起こる,おこる,okoru,뜻 자동 생성 필요,미분류,N3
救う,すくう,sukuu,뜻 자동 생성 필요,미분류,N3
恐らく,おそらく,osoraku,뜻 자동 생성 필요,미분류,N3
幸い,さいわい,saiwai,뜻 자동 생성 필요,미분류,N3
支度,したく,shitaku,뜻 자동 생성 필요,미분류,N3
素敵,すてき,suteki,뜻 자동 생성 필요,미분류,N3
達する,たっする,tassuru,뜻 자동 생성 필요,미분류,N3
無駄,むだ,muda,뜻 자동 생성 필요,미분류,N3
裏切る,うらぎる,uragiru,뜻 자동 생성 필요,미분류,N3
明かり,あかり,akari,뜻 자동 생성 필요,미분류,N3
恐れる,おそれる,osoreru,뜻 자동 생성 필요,미분류,N3
少々,しょうしょう,shoushou,뜻 자동 생성 필요,미분류,N3
沖,おき,oki,뜻 자동 생성 필요,미분류,N3
学期,がっき,gakki,뜻 자동 생성 필요,미분류,N3
機嫌,きげん,kigen,뜻 자동 생성 필요,미분류,N3
決心,けっしん,kesshin,뜻 자동 생성 필요,미분류,N3
嫌う,きらう,kirau,뜻 자동 생성 필요,미분류,N3
合図,あいず,aizu,뜻 자동 생성 필요,미분류,N3
次第,しだい,shidai,뜻 자동 생성 필요,미분류,N3
全然,ぜんぜん,zenzen,뜻 자동 생성 필요,미분류,N3
素晴らしい,すばらしい,subarashii,뜻 자동 생성 필요,미분류,N3
組む,くむ,kumu,뜻 자동 생성 필요,미분류,N3
年中,ねんじゅう,nenjuu,뜻 자동 생성 필요,미분류,N3
燃える,もえる,moeru,뜻 자동 생성 필요,미분류,N3
発明,はつめい,hatsumei,뜻 자동 생성 필요,미분류,N3
万一,まんいち,manichi,뜻 자동 생성 필요,미분류,N3
礼儀,れいぎ,reigi,뜻 자동 생성 필요,미분류,N3
追いつく,おいつく,oitsuku,뜻 자동 생성 필요,미분류,N3
引用,いんよう,inyou,뜻 자동 생성 필요,미분류,N3
害,がい,gai,뜻 자동 생성 필요,미분류,N3
券,けん,ken,뜻 자동 생성 필요,미분류,N3
軒,のき,noki,뜻 자동 생성 필요,미분류,N3
好む,このむ,konomu,뜻 자동 생성 필요,미분류,N3
硬貨,こうか,kouka,뜻 자동 생성 필요,미분류,N3
数える,かぞえる,kazoeru,뜻 자동 생성 필요,미분류,N3
尊敬,そんけい,sonkei,뜻 자동 생성 필요,미분류,N3
答案,とうあん,touan,뜻 자동 생성 필요,미분류,N3
連れ,つれ,tsure,뜻 자동 생성 필요,미분류,N3
年月,としつき,toshitsuki,뜻 자동 생성 필요,미분류,N3
虫歯,むしば,mushiba,뜻 자동 생성 필요,미분류,N3
恩,おん,on,뜻 자동 생성 필요,미분류,N3
下さる,くださる,kudasaru,뜻 자동 생성 필요,미분류,N3
火曜,かよう,kayou,뜻 자동 생성 필요,미분류,N3
刈る,かる,karu,뜻 자동 생성 필요,미분류,N3
苦しい,くるしい,kurushii,뜻 자동 생성 필요,미분류,N3
更に,さらに,sarani,뜻 자동 생성 필요,미분류,N3
試す,ためす,tamesu,뜻 자동 생성 필요,미분류,N3
出来るだけ,できるだけ,dekirudake,뜻 자동 생성 필요,미분류,N3
上京,じょうきょう,joukyou,뜻 자동 생성 필요,미분류,N3
束,たば,taba,뜻 자동 생성 필요,미분류,N3
動かす,うごかす,ugokasu,뜻 자동 생성 필요,미분류,N3
悩む,なやむ,nayamu,뜻 자동 생성 필요,미분류,N3
貧しい,まずしい,mazushii,뜻 자동 생성 필요,미분류,N3
不可,ふか,fuka,뜻 자동 생성 필요,미분류,N3
予期,よき,yoki,뜻 자동 생성 필요,미분류,N3
幸運,こううん,kouun,뜻 자동 생성 필요,미분류,N3
見当,けんとう,kentou,뜻 자동 생성 필요,미분류,N3
語,ご,go,뜻 자동 생성 필요,미분류,N3
粗末,そまつ,somatsu,뜻 자동 생성 필요,미분류,N3
知能,ちのう,chinou,뜻 자동 생성 필요,미분류,N3
適度,てきど,tekido,뜻 자동 생성 필요,미분류,N3
髪の毛,かみのけ,kaminoke,뜻 자동 생성 필요,미분류,N3
愉快,ゆかい,yukai,뜻 자동 생성 필요,미분류,N3
有能,ゆうのう,yuunou,뜻 자동 생성 필요,미분류,N3
両替,りょうがえ,ryougae,뜻 자동 생성 필요,미분류,N3
脇,わき,waki,뜻 자동 생성 필요,미분류,N3
居る,おる,oru,뜻 자동 생성 필요,미분류,N3
頼る,たよる,tayoru,뜻 자동 생성 필요,미분류,N3
出会う,であう,deau,뜻 자동 생성 필요,미분류,N3
引っ張る,ひっぱる,hipparu,뜻 자동 생성 필요,미분류,N3
作法,さほう,sahou,뜻 자동 생성 필요,미분류,N3
握る,にぎる,nigiru,뜻 자동 생성 필요,미분류,N3
加減,かげん,kagen,뜻 자동 생성 필요,미분류,N3
確かめる,たしかめる,tashikameru,뜻 자동 생성 필요,미분류,N3
恐ろしい,おそろしい,osoroshii,뜻 자동 생성 필요,미분류,N3
減らす,へらす,herasu,뜻 자동 생성 필요,미분류,N3
減る,へる,heru,뜻 자동 생성 필요,미분류,N3
黒板,こくばん,kokuban,뜻 자동 생성 필요,미분류,N3
鎖,くさり,kusari,뜻 자동 생성 필요,미분류,N3
書斎,しょさい,shosai,뜻 자동 생성 필요,미분류,N3
助ける,たすける,tasukeru,뜻 자동 생성 필요,미분류,N3
尻,しり,shiri,뜻 자동 생성 필요,미분류,N3
辺り,あたり,atari,뜻 자동 생성 필요,미분류,N3
泳ぎ,およぎ,oyogi,뜻 자동 생성 필요,미분류,N3
育つ,そだつ,sodatsu,뜻 자동 생성 필요,미분류,N3
加わる,くわわる,kuwawaru,뜻 자동 생성 필요,미분류,N3
申し訳,もうしわけ,moushiwake,뜻 자동 생성 필요,미분류,N3
正確,せいかく,seikaku,뜻 자동 생성 필요,미분류,N3
眺める,ながめる,nagameru,뜻 자동 생성 필요,미분류,N3
縄,なわ,nawa,뜻 자동 생성 필요,미분류,N3
預ける,あずける,azukeru,뜻 자동 생성 필요,미분류,N3
収める,おさめる,osameru,뜻 자동 생성 필요,미분류,N3
訓,くん,kun,뜻 자동 생성 필요,미분류,N3
嘘,うそ,uso,뜻 자동 생성 필요,미분류,N3
今に,いまに,imani,뜻 자동 생성 필요,미분류,N3
倒す,たおす,taosu,뜻 자동 생성 필요,미분류,N3
命じる,めいじる,meijiru,뜻 자동 생성 필요,미분류,N3
用いる,もちいる,mochiiru,뜻 자동 생성 필요,미분류,N3
小包,こづつみ,kozutsumi,뜻 자동 생성 필요,미분류,N3
激しい,はげしい,hageshii,뜻 자동 생성 필요,미분류,N3
悲しむ,かなしむ,kanashimu,뜻 자동 생성 필요,미분류,N3
癖,くせ,kuse,뜻 자동 생성 필요,미분류,N3
戻す,もどす,modosu,뜻 자동 생성 필요,미분류,N3
厄介,やっかい,yakkai,뜻 자동 생성 필요,미분류,N3
