expression,reading,romaji,meaningKo,partOfSpeech,level
度々,たびたび,tabitabi,뜻 자동 생성 필요,미분류,N3
噂,うわさ,uwasa,뜻 자동 생성 필요,미분류,N3
加える,くわえる,kuwaeru,뜻 자동 생성 필요,미분류,N3
試し,ためし,tameshi,뜻 자동 생성 필요,미분류,N3
祝う,いわう,iwau,뜻 자동 생성 필요,미분류,N3
親しい,したしい,shitashii,뜻 자동 생성 필요,미분류,N3
駄目,だめ,dame,뜻 자동 생성 필요,미분류,N3
閉じる,とじる,tojiru,뜻 자동 생성 필요,미분류,N3
雇う,やとう,yatou,뜻 자동 생성 필요,미분류,N3
決まり,きまり,kimari,뜻 자동 생성 필요,미분류,N3
餌,えさ,esa,뜻 자동 생성 필요,미분류,N3
学ぶ,まなぶ,manabu,뜻 자동 생성 필요,미분류,N3
似合う,にあう,niau,뜻 자동 생성 필요,미분류,N3
真剣,しんけん,shinken,뜻 자동 생성 필요,미분류,N3
霜,しも,shimo,뜻 자동 생성 필요,미분류,N3
袖,そで,sode,뜻 자동 생성 필요,미분류,N3
地平線,ちへいせん,chiheisen,뜻 자동 생성 필요,미분류,N3
遅刻,ちこく,chikoku,뜻 자동 생성 필요,미분류,N3
通り過ぎる,とおりすぎる,toorisugiru,뜻 자동 생성 필요,미분류,N3
発車,はっしゃ,hassha,뜻 자동 생성 필요,미분류,N3
罰する,ばっする,bassuru,뜻 자동 생성 필요,미분류,N3
防ぐ,ふせぐ,fusegu,뜻 자동 생성 필요,미분류,N3
日本,にほん,nihon,뜻 자동 생성 필요,미분류,N3
割る,わる,waru,뜻 자동 생성 필요,미분류,N3
居眠り,いねむり,inemuri,뜻 자동 생성 필요,미분류,N3
強調,きょうちょう,kyouchou,뜻 자동 생성 필요,미분류,N3
行儀,ぎょうぎ,gyougi,뜻 자동 생성 필요,미분류,N3
飼う,かう,kau,뜻 자동 생성 필요,미분류,N3
反抗,はんこう,hankou,뜻 자동 생성 필요,미분류,N3
飛ばす,とばす,tobasu,뜻 자동 생성 필요,미분류,N3
包み,つつみ,tsutsumi,뜻 자동 생성 필요,미분류,N3
要点,ようてん,youten,뜻 자동 생성 필요,미분류,N3
劣る,おとる,otoru,뜻 자동 생성 필요,미분류,N3
論じる,ろんじる,ronjiru,뜻 자동 생성 필요,미분류,N3
飽きる,あきる,akiru,뜻 자동 생성 필요,미분류,N3
満ちる,みちる,michiru,뜻 자동 생성 필요,미분류,N3
途端,とたん,totan,뜻 자동 생성 필요,미분류,N3
程,ほど,hodo,뜻 자동 생성 필요,미분류,N3
膝,ひざ,hiza,뜻 자동 생성 필요,미분류,N3
含む,ふくむ,fukumu,뜻 자동 생성 필요,미분류,N3
気の毒,きのどく,kinodoku,뜻 자동 생성 필요,미분류,N3
手品,てじな,tejina,뜻 자동 생성 필요,미분류,N3
誰か,だれか,dareka,뜻 자동 생성 필요,미분류,N3
与える,あたえる,ataeru,뜻 자동 생성 필요,미분류,N3
用心,ようじん,youjin,뜻 자동 생성 필요,미분류,N3
連想,れんそう,rensou,뜻 자동 생성 필요,미분류,N3
例え,たとえ,tatoe,뜻 자동 생성 필요,미분류,N3
眺め,ながめ,nagame,뜻 자동 생성 필요,미분류,N3
お昼,おひる,ohiru,뜻 자동 생성 필요,미분류,N3
越す,こす,kosu,뜻 자동 생성 필요,미분류,N3
去る,さる,saru,뜻 자동 생성 필요,미분류,N3
狂う,くるう,kuruu,뜻 자동 생성 필요,미분류,N3
不平,ふへい,fuhei,뜻 자동 생성 필요,미분류,N3
匂い,におい,nioi,뜻 자동 생성 필요,미분류,N3
賢い,かしこい,kashikoi,뜻 자동 생성 필요,미분류,N3
親戚,しんせき,shinseki,뜻 자동 생성 필요,미분류,N3
随分,ずいぶん,zuibun,뜻 자동 생성 필요,미분류,N3
迷子,まいご,maigo,뜻 자동 생성 필요,미분류,N3
離す,はなす,hanasu,뜻 자동 생성 필요,미분류,N3
持ち上げる,もちあげる,mochiageru,뜻 자동 생성 필요,미분류,N3
過ごす,すごす,sugosu,뜻 자동 생성 필요,미분류,N3
願う,ねがう,negau,뜻 자동 생성 필요,미분류,N3
及ぼす,およぼす,oyobosu,뜻 자동 생성 필요,미분류,N3
上達,じょうたつ,joutatsu,뜻 자동 생성 필요,미분류,N3
詰まり,つまり,tsumari,뜻 자동 생성 필요,미분류,N3
兎,うさぎ,usagi,뜻 자동 생성 필요,미분류,N3
濃い,こい,koi,뜻 자동 생성 필요,미분류,N3
頬,ほお,hoo,뜻 자동 생성 필요,미분류,N3
暗記,あんき,anki,뜻 자동 생성 필요,미분류,N3
凍る,こおる,kooru,뜻 자동 생성 필요,미분류,N3
喉,のど,nodo,뜻 자동 생성 필요,미분류,N3
硬い,かたい,katai,뜻 자동 생성 필요,미분류,N3
動詞,どうし,doushi,뜻 자동 생성 필요,미분류,N3
秒,びょう,byou,뜻 자동 생성 필요,미분류,N3
物音,ものおと,monooto,뜻 자동 생성 필요,미분류,N3
食う,くう,kuu,뜻 자동 생성 필요,미분류,N3
広がる,ひろがる,hirogaru,뜻 자동 생성 필요,미분류,N3
基づく,もとづく,motozuku,뜻 자동 생성 필요,미분류,N3
対する,たいする,taisuru,뜻 자동 생성 필요,미분류,N3
哀れ,あわれ,aware,뜻 자동 생성 필요,미분류,N3
生じる,しょうじる,shoujiru,뜻 자동 생성 필요,미분류,N3
夢中,むちゅう,muchuu,뜻 자동 생성 필요,미분류,N3
約,やく,yaku,뜻 자동 생성 필요,미분류,N3
横切る,よこぎる,yokogiru,뜻 자동 생성 필요,미분류,N3
積もる,つもる,tsumoru,뜻 자동 생성 필요,미분류,N3
適する,てきする,tekisuru,뜻 자동 생성 필요,미분류,N3
当たる,あたる,ataru,뜻 자동 생성 필요,미분류,N3
転ぶ,ころぶ,korobu,뜻 자동 생성 필요,미분류,N3
表す,あらわす,arawasu,뜻 자동 생성 필요,미분류,N3
真面目,まじめ,majime,뜻 자동 생성 필요,미분류,N3
認める,みとめる,mitomeru,뜻 자동 생성 필요,미분류,N3
腐る,くさる,kusaru,뜻 자동 생성 필요,미분류,N3
一人一人,ひとりひとり,hitorihitori,뜻 자동 생성 필요,미분류,N3
喧嘩,けんか,kenka,뜻 자동 생성 필요,미분류,N3
鼠,ねずみ,nezumi,뜻 자동 생성 필요,미분류,N3
無し,なし,nashi,뜻 자동 생성 필요,미분류,N3
或る,ある,aru,뜻 자동 생성 필요,미분류,N3
関する,かんする,kansuru,뜻 자동 생성 필요,미분류,N3
辞める,やめる,yameru,뜻 자동 생성 필요,미분류,N3
信じる,しんじる,shinjiru,뜻 자동 생성 필요,미분류,N3
停留所,ていりゅうじょ,teiryuujo,뜻 자동 생성 필요,미분류,N3
譲る,ゆずる,yuzuru,뜻 자동 생성 필요,미분류,N3
申し込む,もうしこむ,moushikomu,뜻 자동 생성 필요,미분류,N3
酔う,よう,you,뜻 자동 생성 필요,미분류,N3
訴える,うったえる,uttaeru,뜻 자동 생성 필요,미분류,N3
暮らす,くらす,kurasu,뜻 자동 생성 필요,미분류,N3
咳,せき,seki,뜻 자동 생성 필요,미분류,N3
逆らう,さからう,sakarau,뜻 자동 생성 필요,미분류,N3
退屈,たいくつ,taikutsu,뜻 자동 생성 필요,미분류,N3
覚める,さめる,sameru,뜻 자동 생성 필요,미분류,N3
経つ,たつ,tatsu,뜻 자동 생성 필요,미분류,N3
沈む,しずむ,shizumu,뜻 자동 생성 필요,미분류,N3
等しい,ひとしい,hitoshii,뜻 자동 생성 필요,미분류,N3
紐,ひも,himo,뜻 자동 생성 필요,미분류,N3
現れ,あらわれ,araware,뜻 자동 생성 필요,미분류,N3
異なる,ことなる,kotonaru,뜻 자동 생성 필요,미분류,N3
稼ぐ,かせぐ,kasegu,뜻 자동 생성 필요,미분류,N3
気に入る,きにいる,kiniiru,뜻 자동 생성 필요,미분류,N3
取り上げる,とりあげる,toriageru,뜻 자동 생성 필요,미분류,N3
振る,ふる,furu,뜻 자동 생성 필요,미분류,N3
真似,まね,mane,뜻 자동 생성 필요,미분류,N3
粗い,あらい,arai,뜻 자동 생성 필요,미분류,N3
貰う,もらう,morau,뜻 자동 생성 필요,미분류,N3
立ち上がる,たちあがる,tachiagaru,뜻 자동 생성 필요,미분류,N3
最中,さいちゅう,saichuu,뜻 자동 생성 필요,미분류,N3
伸ばす,のばす,nobasu,뜻 자동 생성 필요,미분류,N3
覚ます,さます,samasu,뜻 자동 생성 필요,미분류,N3
指す,さす,sasu,뜻 자동 생성 필요,미분류,N3
上等,じょうとう,joutou,뜻 자동 생성 필요,미분류,N3
即ち,すなわち,sunawachi,뜻 자동 생성 필요,미분류,N3
討つ,うつ,utsu,뜻 자동 생성 필요,미분류,N3
余分,よぶん,yobun,뜻 자동 생성 필요,미분류,N3
贅沢,ぜいたく,zeitaku,뜻 자동 생성 필요,미분류,N3
器用,きよう,kiyou,뜻 자동 생성 필요,미분류,N3
捕まる,つかまる,tsukamaru,뜻 자동 생성 필요,미분류,N3
幼い,おさない,osanai,뜻 자동 생성 필요,미분류,N3
苦しむ,くるしむ,kurushimu,뜻 자동 생성 필요,미분류,N3
伺う,うかがう,ukagau,뜻 자동 생성 필요,미분류,N3
正に,まさに,masani,뜻 자동 생성 필요,미분류,N3
責める,せめる,semeru,뜻 자동 생성 필요,미분류,N3
頂戴,ちょうだい,choudai,뜻 자동 생성 필요,미분류,N3
通じる,つうじる,tsuujiru,뜻 자동 생성 필요,미분류,N3
放す,はなす,hanasu,뜻 자동 생성 필요,미분류,N3
馬鹿,ばか,baka,뜻 자동 생성 필요,미분류,N3
至る,いたる,itaru,뜻 자동 생성 필요,미분류,N3
従う,したがう,shitagau,뜻 자동 생성 필요,미분류,N3
述べる,のべる,noberu,뜻 자동 생성 필요,미분류,N3
被る,かぶる,kaburu,뜻 자동 생성 필요,미분류,N3
増す,ます,masu,뜻 자동 생성 필요,미분류,N3
流れる,ながれる,nagareru,뜻 자동 생성 필요,미분류,N3
勧める,すすめる,susumeru,뜻 자동 생성 필요,미분류,N3
アイスクリーム,あいすくりーむ,aisukurimu,뜻 자동 생성 필요,미분류,N3
キャンプ,きゃんぷ,kyanpu,뜻 자동 생성 필요,미분류,N3
グループ,ぐるーぷ,gurupu,뜻 자동 생성 필요,미분류,N3
ケース,けーす,kesu,뜻 자동 생성 필요,미분류,N3
スイッチ,すいっち,suicchi,뜻 자동 생성 필요,미분류,N3
チーム,ちーむ,chimu,뜻 자동 생성 필요,미분류,N3
デモ,でも,demo,뜻 자동 생성 필요,미분류,N3
トランプ,とらんぷ,toranpu,뜻 자동 생성 필요,미분류,N3
ドラマ,どらま,dorama,뜻 자동 생성 필요,미분류,N3
パイプ,ぱいぷ,paipu,뜻 자동 생성 필요,미분류,N3
パイロット,ぱいろっと,pairotto,뜻 자동 생성 필요,미분류,N3
パスポート,ぱすぽーと,pasupoto,뜻 자동 생성 필요,미분류,N3
ママ,まま,mama,뜻 자동 생성 필요,미분류,N3
ミス,みす,misu,뜻 자동 생성 필요,미분류,N3
メモ,めも,memo,뜻 자동 생성 필요,미분류,N3
ライター,らいたー,raitaa,뜻 자동 생성 필요,미분류,N3
お前,おまえ,omae,뜻 자동 생성 필요,미분류,N3
お喋り,おしゃべり,oshaberi,뜻 자동 생성 필요,미분류,N3
かも知れない,かもしれない,kamoshirenai,뜻 자동 생성 필요,미분류,N3
頻りに,しきりに,shikirini,뜻 자동 생성 필요,미분류,N3
屡々,しばしば,shibashiba,뜻 자동 생성 필요,미분류,N3
その内,そのうち,sonouchi,뜻 자동 생성 필요,미분류,N3
所が,ところが,tokoroga,뜻 자동 생성 필요,미분류,N3
何故なら,なぜなら,nazenara,뜻 자동 생성 필요,미분류,N3
ジェット機,ジェットき,jiettoki,뜻 자동 생성 필요,미분류,N3
悪戯,いたずら,itazura,뜻 자동 생성 필요,미분류,N3
案,あん,an,뜻 자동 생성 필요,미분류,N3
位,くらい,kurai,뜻 자동 생성 필요,미분류,N3
隠れる,かくれる,kakureru,뜻 자동 생성 필요,미분류,N3
羽,はね,hane,뜻 자동 생성 필요,미분류,N3
可愛らしい,かわいらしい,kawairashii,뜻 자동 생성 필요,미분류,N3
解く,とく,toku,뜻 자동 생성 필요,미분류,N3
解ける,とける,tokeru,뜻 자동 생성 필요,미분류,N3
怪我,けが,kega,뜻 자동 생성 필요,미분류,N3
灰,はい,hai,뜻 자동 생성 필요,미분류,N3
額,ひたい,hitai,뜻 자동 생성 필요,미분류,N3
堪らない,たまらない,tamaranai,뜻 자동 생성 필요,미분류,N3
間,ま,ma,뜻 자동 생성 필요,미분류,N3
丸,まる,maru,뜻 자동 생성 필요,미분류,N3
丸で,まるで,marude,뜻 자동 생성 필요,미분류,N3
嬉しい,うれしい,ureshii,뜻 자동 생성 필요,미분류,N3
輝く,かがやく,kagayaku,뜻 자동 생성 필요,미분류,N3
宜しい,よろしい,yoroshii,뜻 자동 생성 필요,미분류,N3
宜しく,よろしく,yoroshiku,뜻 자동 생성 필요,미분류,N3
詰める,つめる,tsumeru,뜻 자동 생성 필요,미분류,N3
求める,もとめる,motomeru,뜻 자동 생성 필요,미분류,N3
旧,きゅう,kyuu,뜻 자동 생성 필요,미분류,N3
僅か,わずか,wazuka,뜻 자동 생성 필요,미분류,N3
近頃,ちかごろ,chikagoro,뜻 자동 생성 필요,미분류,N3
金,きん,kin,뜻 자동 생성 필요,미분류,N3
繋ぐ,つなぐ,tsunagu,뜻 자동 생성 필요,미분류,N3
欠ける,かける,kakeru,뜻 자동 생성 필요,미분류,N3
月,つき,tsuki,뜻 자동 생성 필요,미분류,N3
県,けん,ken,뜻 자동 생성 필요,미분류,N3
現れる,あらわれる,arawareru,뜻 자동 생성 필요,미분류,N3
諺,ことわざ,kotowaza,뜻 자동 생성 필요,미분류,N3
後,のち,nochi,뜻 자동 생성 필요,미분류,N3
向く,むく,muku,뜻 자동 생성 필요,미분류,N3
向ける,むける,mukeru,뜻 자동 생성 필요,미분류,N3
今にも,いまにも,imanimo,뜻 자동 생성 필요,미분류,N3
済ませる,すませる,sumaseru,뜻 자동 생성 필요,미분류,N3
済みません,すみません,sumimasen,뜻 자동 생성 필요,미분류,N3
札,さつ,satsu,뜻 자동 생성 필요,미분류,N3
市,いち,ichi,뜻 자동 생성 필요,미분류,N3
支える,ささえる,sasaeru,뜻 자동 생성 필요,미분류,N3
止す,よす,yosu,뜻 자동 생성 필요,미분류,N3
止める,とめる,tomeru,뜻 자동 생성 필요,미분류,N3
式,しき,shiki,뜻 자동 생성 필요,미분류,N3
叱る,しかる,shikaru,뜻 자동 생성 필요,미분류,N3
者,もの,mono,뜻 자동 생성 필요,미분류,N3
取れる,とれる,toreru,뜻 자동 생성 필요,미분류,N3
就く,つく,tsuku,뜻 자동 생성 필요,미분류,N3
臭い,くさい,kusai,뜻 자동 생성 필요,미분류,N3
従兄弟,いとこ,itoko,뜻 자동 생성 필요,미분류,N3
所謂,いわゆる,iwayuru,뜻 자동 생성 필요,미분류,N3
除く,のぞく,nozoku,뜻 자동 생성 필요,미분류,N3
少しも,すこしも,sukoshi mo,뜻 자동 생성 필요,미분류,N3
招く,まねく,maneku,뜻 자동 생성 필요,미분류,N3
省く,はぶく,habuku,뜻 자동 생성 필요,미분류,N3
上,じょう,jou,뜻 자동 생성 필요,미분류,N3
場,ば,ba,뜻 자동 생성 필요,미분류,N3
触れる,ふれる,fureru,뜻 자동 생성 필요,미분류,N3
伸びる,のびる,nobiru,뜻 자동 생성 필요,미분류,N3
真逆,まさか,masaka,뜻 자동 생성 필요,미분류,N3
辛い,つらい,tsurai,뜻 자동 생성 필요,미분류,N3
進める,すすめる,susumeru,뜻 자동 생성 필요,미분류,N3
震える,ふるえる,furueru,뜻 자동 생성 필요,미분류,N3
遂に,ついに,tsuini,뜻 자동 생성 필요,미분류,N3
性,せい,sei,뜻 자동 생성 필요,미분류,N3
生憎,あいにく,ainiku,뜻 자동 생성 필요,미분류,N3
切れ,きれ,kire,뜻 자동 생성 필요,미분류,N3
切れる,きれる,kireru,뜻 자동 생성 필요,미분류,N3
説,せつ,setsu,뜻 자동 생성 필요,미분류,N3
先ず,まず,mazu,뜻 자동 생성 필요,미분류,N3
占める,しめる,shimeru,뜻 자동 생성 필요,미분류,N3
全く,まったく,mattaku,뜻 자동 생성 필요,미분류,N3
対,つい,tsui,뜻 자동 생성 필요,미분류,N3
帯,おび,obi,뜻 자동 생성 필요,미분류,N3
怠ける,なまける,namakeru,뜻 자동 생성 필요,미분류,N3
頂きます,いただきます,itadakimasu,뜻 자동 생성 필요,미분류,N3
大した,たいした,taishita,뜻 자동 생성 필요,미분류,N3
叩く,たたく,tataku,뜻 자동 생성 필요,미분류,N3
知らせ,しらせ,shirase,뜻 자동 생성 필요,미분류,N3
喋る,しゃべる,shaberu,뜻 자동 생성 필요,미분류,N3
直に,じかに,jikani,뜻 자동 생성 필요,미분류,N3
通す,とおす,toosu,뜻 자동 생성 필요,미분류,N3
通り,とおり,toori,뜻 자동 생성 필요,미분류,N3
掴む,つかむ,tsukamu,뜻 자동 생성 필요,미분류,N3
諦める,あきらめる,akirameru,뜻 자동 생성 필요,미분류,N3
溺れる,おぼれる,oboreru,뜻 자동 생성 필요,미분류,N3
田,た,ta,뜻 자동 생성 필요,미분류,N3
度,ど,do,뜻 자동 생성 필요,미분류,N3
銅貨,どうか,douka,뜻 자동 생성 필요,미분류,N3
届く,とどく,todoku,뜻 자동 생성 필요,미분류,N3
任せる,まかせる,makaseru,뜻 자동 생성 필요,미분류,N3
売れる,うれる,ureru,뜻 자동 생성 필요,미분류,N3
莫大,ばくだい,bakudai,뜻 자동 생성 필요,미분류,N3
抜く,ぬく,nuku,뜻 자동 생성 필요,미분류,N3
抜ける,ぬける,nukeru,뜻 자동 생성 필요,미분류,N3
微笑む,ほほえむ,hohoemu,뜻 자동 생성 필요,미분류,N3
表,ひょう,hyou,뜻 자동 생성 필요,미분류,N3
付ける,つける,tsukeru,뜻 자동 생성 필요,미분류,N3
平ら,たいら,taira,뜻 자동 생성 필요,미분류,N3
法,ほう,hou,뜻 자동 생성 필요,미분류,N3
凡そ,およそ,oyoso,뜻 자동 생성 필요,미분류,N3
綿,めん,men,뜻 자동 생성 필요,미분류,N3
勿論,もちろん,mochiron,뜻 자동 생성 필요,미분류,N3
只,ただ,tada,뜻 자동 생성 필요,미분류,N3
優れる,すぐれる,sugureru,뜻 자동 생성 필요,미분류,N3
率,りつ,ritsu,뜻 자동 생성 필요,미분류,N3
量,りょう,ryou,뜻 자동 생성 필요,미분류,N3
唸る,うなる,unaru,뜻 자동 생성 필요,미분류,N3
埃,ほこり,hokori,뜻 자동 생성 필요,미분류,N3
鋏,はさみ,hasami,뜻 자동 생성 필요,미분류,N3
何時でも,いつでも,itsudemo,뜻 자동 생성 필요,미분류,N3
数,すう,suu,뜻 자동 생성 필요,미분류,N3
避ける,さける,sakeru,뜻 자동 생성 필요,미분류,N3
描く,えがく,egaku,뜻 자동 생성 필요,미분류,N3
抱く,いだく,idaku,뜻 자동 생성 필요,미분류,N3
方々,ほうぼう,houbou,뜻 자동 생성 필요,미분류,N3
空く,すく,suku,뜻 자동 생성 필요,미분류,N3
或いは,あるいは,aruiha,뜻 자동 생성 필요,미분류,N3
頂く,いただく,itadaku,뜻 자동 생성 필요,미분류,N3
苛々,いらいら,iraira,뜻 자동 생성 필요,미분류,N3
得る,える,eru,뜻 자동 생성 필요,미분류,N3
下ろす,おろす,orosu,뜻 자동 생성 필요,미분류,N3
替える,かえる,kaeru,뜻 자동 생성 필요,미분류,N3
陰,かげ,kage,뜻 자동 생성 필요,미분류,N3
籠,かご,kago,뜻 자동 생성 필요,미분류,N3
効く,きく,kiku,뜻 자동 생성 필요,미분류,N3
全て,すべて,subete,뜻 자동 생성 필요,미분류,N3
精々,せいぜい,seizei,뜻 자동 생성 필요,미분류,N3
戦う,たたかう,tatakau,뜻 자동 생성 필요,미분류,N3
計る,はかる,hakaru,뜻 자동 생성 필요,미분류,N3
吠える,ほえる,hoeru,뜻 자동 생성 필요,미분류,N3
益々,ますます,masumasu,뜻 자동 생성 필요,미분류,N3
寧ろ,むしろ,mushiro,뜻 자동 생성 필요,미분류,N3
一度に,いちどに,ichidoni,뜻 자동 생성 필요,미분류,N3
生まれ,うまれ,umare,뜻 자동 생성 필요,미분류,N3
罹る,かかる,kakaru,뜻 자동 생성 필요,미분류,N3
違いない,ちがいない,chigainai,뜻 자동 생성 필요,미분류,N3
滅多に,めったに,mettani,뜻 자동 생성 필요,미분류,N3
若しも,もしも,moshimo,뜻 자동 생성 필요,미분류,N3
轢く,ひく,hiku,뜻 자동 생성 필요,미분류,N3
注ぐ,つぐ,tsugu,뜻 자동 생성 필요,미분류,N3
だって,vocabulary,vocabulary,뜻 자동 생성 필요,미분류,N3
品,ひん,hin,뜻 자동 생성 필요,미분류,N3
回り,まわり,mawari,뜻 자동 생성 필요,미분류,N3
身体,しんたい,shintai,뜻 자동 생성 필요,미분류,N3
故郷,こきょう,kokyou,뜻 자동 생성 필요,미분류,N3
これ等,これら,korera,뜻 자동 생성 필요,미분류,N3
我儘,わがまま,wagamama,뜻 자동 생성 필요,미분류,N3
上手い,うまい,umai,뜻 자동 생성 필요,미분류,N3
人ごみ,ひとごみ,hitogomi,뜻 자동 생성 필요,미분류,N3
大家,おおや,ooya,뜻 자동 생성 필요,미분류,N3
男の人,おとこのひと,otokonohito,뜻 자동 생성 필요,미분류,N3
可哀想,かわいそう,kawaisou,뜻 자동 생성 필요,미분류,N3
気づく,きづく,kizuku,뜻 자동 생성 필요,미분류,N3
中々,なかなか,nakanaka,뜻 자동 생성 필요,미분류,N3
中,ちゅう,chuu,뜻 자동 생성 필요,미분류,N3
不,ふ,fu,뜻 자동 생성 필요,미분류,N3
番,ばん,ban,뜻 자동 생성 필요,미분류,N3
日,にち,nichi,뜻 자동 생성 필요,미분류,N3
小,しょう,shou,뜻 자동 생성 필요,미분류,N3
急に,きゅうに,kyuu ni,뜻 자동 생성 필요,미분류,N3
オーバー,オーバー,oba,뜻 자동 생성 필요,미분류,N3
カー,かー,ka,뜻 자동 생성 필요,미분류,N3
マスター,ますたー,masuta,뜻 자동 생성 필요,미분류,N3
仕舞った,しまった,shimatta,뜻 자동 생성 필요,미분류,N3
而して,そして,soshite,뜻 자동 생성 필요,미분류,N3
其れとも,それとも,soretomo,뜻 자동 생성 필요,미분류,N3
とんでも無い,とんでもない,tondemonai,뜻 자동 생성 필요,미분류,N3
軈て,やがて,yagate,뜻 자동 생성 필요,미분류,N3
欧羅巴,ヨーロッパ,yoroppa,뜻 자동 생성 필요,미분류,N3
何時か,いつか,itsuka,뜻 자동 생성 필요,미분류,N3
何時までも,いつまでも,itsumademo,뜻 자동 생성 필요,미분류,N3
何処か,どこか,dokoka,뜻 자동 생성 필요,미분류,N3
吃驚,びっくり,bikkuri,뜻 자동 생성 필요,미분류,N3
御免なさい,ごめんなさい,gomennasai,뜻 자동 생성 필요,미분류,N3
御目出度う,おめでとう,omedetou,뜻 자동 생성 필요,미분류,N3
仕舞う,しまう,shimau,뜻 자동 생성 필요,미분류,N3
州,す,su,뜻 자동 생성 필요,미분류,N3
所で,ところで,tokorode,뜻 자동 생성 필요,미분류,N3
塵,ごみ,gomi,뜻 자동 생성 필요,미분류,N3
生地,せいち,seichi,뜻 자동 생성 필요,미분류,N3
其のまま,そのまま,sonomama,뜻 자동 생성 필요,미분류,N3
其れでも,それでも,soredemo,뜻 자동 생성 필요,미분류,N3
其処で,そこで,sokode,뜻 자동 생성 필요,미분류,N3
打つ,ぶつ,butsu,뜻 자동 생성 필요,미분류,N3
態と,わざと,wazato,뜻 자동 생성 필요,미분류,N3
直,なお,nao,뜻 자동 생성 필요,미분류,N3
兎に角,とにかく,tonikaku,뜻 자동 생성 필요,미분류,N3
屯,トン,ton,뜻 자동 생성 필요,미분류,N3
どうしても,vocabulary,vocabulary,뜻 자동 생성 필요,미분류,N3
不図,ふと,futo,뜻 자동 생성 필요,미분류,N3
尤も,もっとも,mottomo,뜻 자동 생성 필요,미분류,N3
率土,そっと,sotto,뜻 자동 생성 필요,미분류,N3
何れ,いずれ,izure,뜻 자동 생성 필요,미분류,N3
稍,やや,yaya,뜻 자동 생성 필요,미분류,N3
嗽,うがい,ugai,뜻 자동 생성 필요,미분류,N3
偖,さて,sate,뜻 자동 생성 필요,미분류,N3
凡ゆる,あらゆる,arayuru,뜻 자동 생성 필요,미분류,N3
有難う,ありがとう,arigatou,뜻 자동 생성 필요,미분류,N3
可也,かなり,kanari,뜻 자동 생성 필요,미분류,N3
其れ其れ,それぞれ,sorezore,뜻 자동 생성 필요,미분류,N3
偶々,たまたま,tamatama,뜻 자동 생성 필요,미분류,N3
所為,せい,sei,뜻 자동 생성 필요,미분류,N3
彼方此方,あちこち,achikochi,뜻 자동 생성 필요,미분류,N3
極,きょく,kyoku,뜻 자동 생성 필요,미분류,N3
お互い,おたがい,otagai,뜻 자동 생성 필요,미분류,N3
訳,やく,yaku,뜻 자동 생성 필요,미분류,N3
下,しも,shimo,뜻 자동 생성 필요,미분류,N3
税,ぜい,zei,뜻 자동 생성 필요,미분류,N3
ケチ,けち,kechi,뜻 자동 생성 필요,미분류,N3
無,ぶ,bu,뜻 자동 생성 필요,미분류,N3
矢張り,やはり,yahari,뜻 자동 생성 필요,미분류,N3
出来れば,できれば,dekireba,뜻 자동 생성 필요,미분류,N3
